name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Heart of Amsterdam Hotel,0,206,34.33,7.4,2821,300.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Postillion Hotel Amsterdam,4,498,83.0,8.6,10075,4800.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
MEININGER Hotel Amsterdam Amstel,0,152,25.33,8.1,4500,3500.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
MEININGER Hotel Amsterdam City West,0,140,23.33,8.1,6462,4300.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hans Brinker Hostel Amsterdam,0,164,27.33,7.8,10213,1100.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Budget Hotel Tourist Inn,2,207,34.5,7.6,4356,350.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Travel Hotel Amsterdam,2,187,31.17,6.5,2013,350.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Via Amsterdam,3,187,31.17,8.1,17055,6600.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Generator Amsterdam,3,188,31.33,7.8,5161,2200.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
The Alfred Hotel,3,256,42.67,7.3,5800,2600.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel Old Quarter,2,273,45.5,7.4,3510,500.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel Continental Amsterdam,1,195,32.5,5.4,2308,400.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Zuidas Apartments - What'App - #0049-1551-0648-086 For reservations,0,206,34.33,,,4300.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Amsterdam Teleport Hotel,3,212,35.33,7.6,8615,4300.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Delta Hotel City Center,3,329,54.83,6.6,3570,400.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Chasse Hotel,4,405,67.5,8.7,3760,2200.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Amsterdam Marriott Hotel,5,1437,239.5,8.0,1762,1500.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Conservatorium Hotel,5,5055,842.5,8.9,313,1900.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
The Social Hub Amsterdam City,4,544,90.67,8.4,8149,2400.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Amsterdam ID Aparthotel,3,694,115.67,8.7,1815,4300.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Amigo Hotel,0,2229,371.5,5.9,2980,3000.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel King's Court,3,11146,1857.67,7.8,1426,4000.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel Damrak Inn,2,1115,185.83,7.1,1785,300.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
YOTEL Amsterdam,4,169,28.17,8.1,8748,2200.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel Levell,3,180,30.0,8.2,15037,8600.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
XO Hotels Infinity,3,169,28.17,7.7,7132,5000.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel City Garden Amsterdam,3,221,36.83,7.1,3715,1900.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
XO Hotels Blue Square,3,171,28.5,7.9,7365,5000.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel Library Amsterdam,3,285,47.5,8.0,3312,900.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hampton By Hilton Amsterdam Arena Boulevard,3,361,60.17,8.1,12391,7600.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel CC,3,303,50.5,7.9,5314,500.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Best Western Amsterdam,3,207,34.5,7.7,9415,4300.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel Atlantis Amsterdam,3,241,40.17,7.0,2819,2100.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
XO Hotels Couture,4,215,35.83,8.6,8449,4300.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
Hotel Casa Amsterdam,3,290,48.33,8.8,10042,3100.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
"Holiday Inn Express Amsterdam Arena Towers, an IHG Hotel",3,303,50.5,7.8,16470,7800.0,True,False,Amsterdam,2025-02-16 21:10:53.135675,6,0
