name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Via Amsterdam,3,226,28.25,8.1,17049,6600.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Travel Hotel Amsterdam,2,216,27.0,6.5,2010,350.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Amsterdam ID Aparthotel,3,570,71.25,8.7,1816,4300.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Heart of Amsterdam Hotel,0,362,45.25,7.4,2817,300.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Hostel Warmoes Amsterdam,0,265,33.12,6.3,980,400.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Hans Brinker Hostel Amsterdam,0,371,46.38,7.8,10202,1100.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Budget Trianon Hotel,2,282,35.25,6.8,2616,2100.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Amsterdam Teleport Hotel,3,379,47.38,7.6,8604,4300.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Delta Hotel City Center,3,535,66.88,6.6,3565,400.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Guest House Amsterdam,0,184,23.0,4.7,394,2400.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
City Hotel,2,450,56.25,6.5,1186,900.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Hotel City Garden Amsterdam,3,292,36.5,7.1,3712,1900.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
MEININGER Hotel Amsterdam City West,0,249,31.12,8.1,6453,4300.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Hampton By Hilton Amsterdam Arena Boulevard,3,638,79.75,8.1,12383,7600.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
OZO Hotels Arena Amsterdam,4,580,72.5,7.4,8318,8400.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Stayokay Hostel Amsterdam Vondelpark,0,376,47.0,8.4,6028,1700.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Cityden BoLo District,4,566,70.75,8.4,4984,3300.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Hotel Levell,3,360,45.0,8.2,15027,8600.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Hotel Library Amsterdam,3,522,65.25,8.0,3308,900.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Hotel Iron Horse Amsterdam,3,435,54.38,7.4,1908,1500.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Budget Hotel Tourist Inn,2,382,47.75,7.6,4352,350.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Best Western Amsterdam,3,298,37.25,7.7,9413,4300.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
easyHotel Amsterdam Arena Boulevard,0,352,44.0,7.3,7528,7500.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
Leonardo Boutique Museumhotel,4,502,62.75,7.7,3477,1400.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
The Arcade Hotel Amsterdam,3,479,59.88,7.8,1841,2200.0,True,False,Amsterdam,2024-11-14 20:44:00.410666,8,0
