name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Via Amsterdam,3,213,53.25,8.1,17038,6600.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Hampton By Hilton Amsterdam Arena Boulevard,3,440,110.0,8.1,12383,7600.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Hotel City Garden Amsterdam,3,235,58.75,7.1,3708,1900.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
OZO Hotels Arena Amsterdam,4,368,92.0,7.4,8314,8400.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
ClinkNOORD Hostel,0,332,83.0,8.0,15282,1500.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Hotel Levell,3,208,52.0,8.2,15018,8600.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Fletcher Hotel Amsterdam,4,399,99.75,7.3,3800,9400.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Generator Amsterdam,3,256,64.0,7.8,5152,2200.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Hotel Library Amsterdam,3,347,86.75,8.0,3310,900.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
SUPPER Hotel,4,316,79.0,7.3,676,700.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Hotel Atlantis Amsterdam,3,273,68.25,7.0,2816,2100.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Amadi Panorama Hotel,4,335,83.75,7.6,5001,6600.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
easyHotel Amsterdam Arena Boulevard,0,246,61.5,7.3,7528,7500.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
"The Hoxton, Lloyd Amsterdam",4,411,102.75,8.8,833,2800.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Heart of Amsterdam Hotel,0,318,79.5,7.4,2814,300.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Apple Inn Hotel,3,301,75.25,7.7,1712,2800.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Stayokay Hostel Amsterdam Vondelpark,0,232,58.0,8.4,6028,1700.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Best Western Amsterdam,3,217,54.25,7.7,9403,4300.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Tribe Amsterdam City,4,299,74.75,9.0,6441,4200.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Pension Homeland,0,334,83.5,8.7,3518,1600.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Amsterdam Teleport Hotel,3,181,45.25,7.6,8592,4300.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
The Unbound Amsterdam,4,313,78.25,8.5,1975,7500.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Volkshotel,0,398,99.5,8.6,4880,2500.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
MEININGER Hotel Amsterdam City West,0,246,61.5,8.1,6445,4300.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
Your Cozy Waggon at the Cows' Paradise,0,141,35.25,8.2,170,8000.0,True,False,Amsterdam,2024-09-17 18:06:18.014692,4,0
