name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Via Amsterdam,3,196,39.2,8.1,17049,6600.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
INK Hotel Amsterdam - MGallery Collection,4,853,170.6,8.7,1428,300.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
MEININGER Hotel Amsterdam Amstel,0,192,38.4,8.1,4496,3500.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
MEININGER Hotel Amsterdam City West,0,173,34.6,8.1,6453,4300.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Hampton By Hilton Amsterdam Arena Boulevard,3,301,60.2,8.1,12383,7600.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Hans Brinker Hostel Amsterdam,0,242,48.4,7.8,10202,1100.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Hotel City Garden Amsterdam,3,304,60.8,7.1,3712,1900.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
The Alfred Hotel,3,318,63.6,7.3,5798,2600.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Avenue Hotel,3,423,84.6,7.3,4718,450.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Generator Amsterdam,3,330,66.0,7.8,5158,2200.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Zuidas Apartments - What'App - #0049-1551-0648-086 For reservations,0,195,39.0,,,4300.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Heart of Amsterdam Hotel,0,407,81.4,7.4,2817,300.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Travel Hotel Amsterdam,2,275,55.0,6.5,2010,350.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Hotel Old Quarter,2,474,94.8,7.4,3509,500.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Aston City Hotel,2,251,50.2,4.9,926,1700.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Delta Hotel City Center,3,401,80.2,6.6,3565,400.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
The Unbound Amsterdam,4,595,119.0,8.5,1975,7500.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
Amsterdam ID Aparthotel,3,1100,220.0,8.7,1816,4300.0,True,False,Amsterdam,2025-02-21 20:23:07.951219,5,0
