name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Via Amsterdam,3,149,37.25,8.1,17038,6600.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
MEININGER Hotel Amsterdam City West,0,155,38.75,8.1,6445,4300.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Hampton By Hilton Amsterdam Arena Boulevard,3,276,69.0,8.1,12380,7600.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Hotel Iron Horse Amsterdam,3,206,51.5,7.4,1908,1500.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
The Alfred Hotel,3,189,47.25,7.3,5796,2600.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Hotel City Garden Amsterdam,3,216,54.0,7.1,3708,1900.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
ClinkNOORD Hostel,0,244,61.0,8.0,15282,1500.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Best Western Amsterdam,3,170,42.5,7.7,9403,4300.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
OZO Hotels Arena Amsterdam,4,256,64.0,7.4,8314,8400.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Hotel Levell,3,171,42.75,8.2,15018,8600.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Hotel Library Amsterdam,3,307,76.75,8.0,3310,900.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Hotel Fine Harmony,3,273,68.25,7.9,1578,800.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
NH City Centre Amsterdam,4,448,112.0,8.2,4918,450.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Volkshotel,0,272,68.0,8.6,4880,2500.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Budget Hotel Tourist Inn,2,213,53.25,7.6,4352,350.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Hotel Nes,3,373,93.25,8.1,3418,600.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Tribe Amsterdam City,4,232,58.0,9.0,6441,4200.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
Fletcher Hotel Amsterdam,4,243,60.75,7.3,3800,9400.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
"Max Brown Hotel Museum Square, part of Sircle Collection",3,278,69.5,7.8,1169,1600.0,True,False,Amsterdam,2024-12-20 17:33:57.322410,4,0
