name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Heart of Amsterdam Hotel,0,206,34.33,7.4,2821,300.0,True,False,Amsterdam,2025-02-11,6,0
Postillion Hotel Amsterdam,4,699,116.5,8.6,10075,4800.0,True,False,Amsterdam,2025-02-11,6,0
Via Amsterdam,3,187,31.17,8.1,17055,6600.0,True,False,Amsterdam,2025-02-11,6,0
MEININGER Hotel Amsterdam City West,0,163,27.17,8.1,6462,4300.0,True,False,Amsterdam,2025-02-11,6,0
Hans Brinker Hostel Amsterdam,0,186,31.0,7.8,10213,1100.0,True,False,Amsterdam,2025-02-11,6,0
Travel Hotel Amsterdam,2,181,30.17,6.5,2013,350.0,True,False,Amsterdam,2025-02-11,6,0
MEININGER Hotel Amsterdam Amstel,0,208,34.67,8.1,4500,3500.0,True,False,Amsterdam,2025-02-11,6,0
Hotel Old Quarter,2,273,45.5,7.4,3510,500.0,True,False,Amsterdam,2025-02-11,6,0
Generator Amsterdam,3,239,39.83,7.8,5161,2200.0,True,False,Amsterdam,2025-02-11,6,0
Amsterdam ID Aparthotel,3,458,76.33,8.7,1815,4300.0,True,False,Amsterdam,2025-02-11,6,0
The Alfred Hotel,3,362,60.33,7.3,5800,2600.0,True,False,Amsterdam,2025-02-11,6,0
Amsterdam Teleport Hotel,3,212,35.33,7.6,8615,4300.0,True,False,Amsterdam,2025-02-11,6,0
Budget Hotel Tourist Inn,2,408,68.0,7.6,4356,350.0,True,False,Amsterdam,2025-02-11,6,0
Delta Hotel City Center,3,329,54.83,6.6,3570,400.0,True,False,Amsterdam,2025-02-11,6,0
Hotel Continental Amsterdam,1,251,41.83,5.4,2308,400.0,True,False,Amsterdam,2025-02-11,6,0
Amsterdam Marriott Hotel,5,1615,269.17,8.0,1762,1500.0,True,False,Amsterdam,2025-02-11,6,0
Chasse Hotel,4,453,75.5,8.7,3760,2200.0,True,False,Amsterdam,2025-02-11,6,0
