name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Amsterdam Teleport Hotel,3,360,40.0,7.6,8615,4300.0,True,False,Amsterdam,2024-10-29,9,0
Hostel Warmoes Amsterdam,0,466,51.78,6.3,982,400.0,True,False,Amsterdam,2024-10-29,9,0
Via Amsterdam,3,305,33.89,8.1,17055,6600.0,True,False,Amsterdam,2024-10-29,9,0
Hans Brinker Hostel Amsterdam,0,302,33.56,7.8,10213,1100.0,True,False,Amsterdam,2024-10-29,9,0
The Alfred Hotel,3,541,60.11,7.3,5800,2600.0,True,False,Amsterdam,2024-10-29,9,0
Travel Hotel Amsterdam,2,415,46.11,6.5,2013,350.0,True,False,Amsterdam,2024-10-29,9,0
Budget Hotel Tourist Inn,2,539,59.89,7.6,4356,350.0,True,False,Amsterdam,2024-10-29,9,0
MEININGER Hotel Amsterdam City West,0,472,52.44,8.1,6462,4300.0,True,False,Amsterdam,2024-10-29,9,0
Amsterdam ID Aparthotel,3,818,90.89,8.7,1815,4300.0,True,False,Amsterdam,2024-10-29,9,0
Apple Inn Hotel,3,573,63.67,7.7,1716,2800.0,True,False,Amsterdam,2024-10-29,9,0
Hampton By Hilton Amsterdam Arena Boulevard,3,727,80.78,8.1,12391,7600.0,True,False,Amsterdam,2024-10-29,9,0
De Mallemoolen,0,460,51.11,6.7,1189,600.0,True,False,Amsterdam,2024-10-29,9,0
The Unbound Amsterdam,4,844,93.78,8.5,1976,7500.0,True,False,Amsterdam,2024-10-29,9,0
Guest House Amsterdam,0,245,27.22,4.7,395,2400.0,True,False,Amsterdam,2024-10-29,9,0
Train Lodge Amsterdam,0,463,51.44,8.1,2327,3900.0,True,False,Amsterdam,2024-10-29,9,0
Delta Hotel City Center,3,619,68.78,6.6,3570,400.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Ben Centre,1,502,55.78,5.9,6095,350.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Prins Hendrik,3,660,73.33,8.0,4732,600.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Damrak Inn,2,563,62.56,7.1,1785,300.0,True,False,Amsterdam,2024-10-29,9,0
Amsterdam Downtown Hotel,2,1783,198.11,7.0,2257,1000.0,True,False,Amsterdam,2024-10-29,9,0
Chassé Hotel Residency,4,799,88.78,8.9,1300,3200.0,True,False,Amsterdam,2024-10-29,9,0
Aston City Hotel,2,508,56.44,4.9,927,1700.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Continental Amsterdam,1,515,57.22,5.4,2308,400.0,True,False,Amsterdam,2024-10-29,9,0
Hotel & bar Royal taste Amsterdam,0,672,74.67,7.9,1161,450.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Sphinx,0,624,69.33,6.6,1568,1500.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Hermitage Amsterdam,2,693,77.0,6.8,2208,1200.0,True,False,Amsterdam,2024-10-29,9,0
Dam Hotel,2,662,73.56,6.2,2188,450.0,True,False,Amsterdam,2024-10-29,9,0
BackStage Hotel,0,903,100.33,8.3,1807,1200.0,True,False,Amsterdam,2024-10-29,9,0
ITC Hotel,2,680,75.56,6.4,1644,1200.0,True,False,Amsterdam,2024-10-29,9,0
City Hotel,2,647,71.89,6.5,1187,900.0,True,False,Amsterdam,2024-10-29,9,0
Weber Hotel,2,818,90.89,8.1,1350,1200.0,True,False,Amsterdam,2024-10-29,9,0
Amigo Hotel,0,4459,495.44,5.9,2980,3000.0,True,False,Amsterdam,2024-10-29,9,0
Hotel des Arts,3,1301,144.56,8.4,722,500.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Mosaic Appartments,3,7587,843.0,7.5,266,1600.0,True,False,Amsterdam,2024-10-29,9,0
Facade Hotel Amsterdam,2,1783,198.11,7.3,3206,500.0,True,False,Amsterdam,2024-10-29,9,0
Orange Tulip Hotel,1,596,66.22,6.2,837,450.0,True,False,Amsterdam,2024-10-29,9,0
Joy Hotel,3,617,68.56,7.4,7813,8500.0,True,False,Amsterdam,2024-10-29,9,0
YOTEL Amsterdam,4,560,62.22,8.1,8748,2200.0,True,False,Amsterdam,2024-10-29,9,0
OZO Hotels Arena Amsterdam,4,680,75.56,7.4,8325,8400.0,True,False,Amsterdam,2024-10-29,9,0
"Holiday Inn Express Amsterdam Arena Towers, an IHG Hotel",3,719,79.89,7.8,16470,7800.0,True,False,Amsterdam,2024-10-29,9,0
Stayokay Hostel Amsterdam Vondelpark,0,516,57.33,8.4,6034,1700.0,True,False,Amsterdam,2024-10-29,9,0
Hotel City Garden Amsterdam,3,596,66.22,7.1,3715,1900.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Levell,3,479,53.22,8.2,15037,8600.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Iron Horse Amsterdam,3,580,64.44,7.4,1913,1500.0,True,False,Amsterdam,2024-10-29,9,0
Cityden BoLo District,4,843,93.67,8.4,4982,3300.0,True,False,Amsterdam,2024-10-29,9,0
Hotel CC,3,725,80.56,7.9,5314,500.0,True,False,Amsterdam,2024-10-29,9,0
Hotel Atlantis Amsterdam,3,655,72.78,7.0,2819,2100.0,True,False,Amsterdam,2024-10-29,9,0
Via Suites,4,662,73.56,8.2,2324,6600.0,True,False,Amsterdam,2024-10-29,9,0
the niu Fender,4,691,76.78,8.2,5597,3900.0,True,False,Amsterdam,2024-10-29,9,0
France Hotel,3,635,70.56,7.4,3559,700.0,True,False,Amsterdam,2024-10-29,9,0
