name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Hampton By Hilton Amsterdam Arena Boulevard,3,195,97.5,8.1,12383,7600.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
INK Hotel Amsterdam - MGallery Collection,4,366,183.0,8.7,1428,300.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Jaz in the City Amsterdam,4,188,94.0,8.7,10806,7200.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
"Holiday Inn Express Amsterdam Arena Towers, an IHG Hotel",3,193,96.5,7.8,16457,7800.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
OZO Hotels Arena Amsterdam,4,161,80.5,7.4,8318,8400.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Courtyard by Marriott Amsterdam Arena Atlas,4,210,105.0,8.2,2978,7900.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
easyHotel Amsterdam Arena Boulevard,0,152,76.0,7.3,7528,7500.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
"Holiday Inn Amsterdam - Arena Towers, an IHG Hotel",4,221,110.5,7.9,3394,7800.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Fletcher Hotel Amsterdam,4,222,111.0,7.3,3800,9400.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Hotel Old Quarter,2,132,66.0,7.4,3509,500.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Postillion Hotel Amsterdam,4,211,105.5,8.6,10065,4800.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
citizenM Amsterdam South,4,200,100.0,8.6,4381,3600.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
WestCord City Centre Hotel,3,185,92.5,8.0,3766,400.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Hotel Jakarta Amsterdam,4,252,126.0,9.0,7043,2100.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Park Inn by Radisson Amsterdam City West,4,175,87.5,8.0,19938,3900.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
WestCord Fashion Hotel Amsterdam,4,147,73.5,8.2,3735,3700.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
nhow Amsterdam Rai,4,214,107.0,9.0,10984,3800.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Hotel City Garden Amsterdam,3,157,78.5,7.1,3708,1900.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
citizenM Amstel Amsterdam,4,263,131.5,8.8,2920,1600.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Mercure Amsterdam City Hotel,4,144,72.0,8.3,4033,4400.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Novotel Amsterdam City,4,203,101.5,8.2,6674,4400.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Leonardo Hotel Amsterdam Rembrandtpark,4,168,84.0,8.1,8939,3400.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
"Apollo Hotel Amsterdam, a Tribute Portfolio Hotel",4,339,169.5,8.2,1580,2800.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
WesterVilla,0,165,82.5,8.9,1184,2500.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Conscious Hotel Westerpark,4,211,105.5,8.4,3131,1900.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
"Holiday Inn Express Amsterdam - North Riverside, an IHG Hotel",3,188,94.0,8.3,13236,2200.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Van der Valk Hotel Amsterdam - Amstel,4,187,93.5,8.7,6190,4600.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
Mercure Hotel Amsterdam West,4,133,66.5,7.4,2471,6500.0,True,True,Amsterdam,2025-04-15 18:28:32.390619,2,0
