name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Heart of Amsterdam Hotel,0,362,51.71,7.4,2817,300.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
INK Hotel Amsterdam - MGallery Collection,4,959,137.0,8.7,1428,300.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Amsterdam ID Aparthotel,3,548,78.29,8.7,1816,4300.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Zuidas Apartments,0,217,31.0,,,4300.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Hotel Damrak Inn,2,321,45.86,7.1,1784,300.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Hans Brinker Hostel Amsterdam,0,337,48.14,7.8,10202,1100.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Amsterdam Teleport Hotel,3,360,51.43,7.6,8592,4300.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Budget Trianon Hotel,2,306,43.71,6.8,2615,2100.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Delta Hotel City Center,3,535,76.43,6.6,3565,400.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Guest House Amsterdam,0,184,26.29,4.7,394,2400.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
City Hotel,2,450,64.29,6.5,1186,900.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
MEININGER Hotel Amsterdam City West,0,172,24.57,8.1,6453,4300.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Hotel City Garden Amsterdam,3,226,32.29,7.1,3712,1900.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Stayokay Hostel Amsterdam Vondelpark,0,270,38.57,8.4,6028,1700.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Hampton By Hilton Amsterdam Arena Boulevard,3,505,72.14,8.1,12383,7600.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Hotel Library Amsterdam,3,351,50.14,8.0,3308,900.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
OZO Hotels Arena Amsterdam,4,435,62.14,7.4,8318,8400.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Budget Hotel Tourist Inn,2,261,37.29,7.6,4352,350.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Hotel Levell,3,293,41.86,8.2,15027,8600.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Belfort Hotel,3,2117,302.43,6.3,3717,3300.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
The Alfred Hotel,3,262,37.43,7.3,5798,2600.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Hotel Atlantis Amsterdam,3,294,42.0,7.0,2817,2100.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Hotel Mosaic City Centre,3,993,141.86,7.7,3910,1600.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Hotel Iron Horse Amsterdam,3,323,46.14,7.4,1908,1500.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Stayokay Hostel Amsterdam Oost,0,246,35.14,8.1,3864,3000.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
Cityden BoLo District,4,492,70.29,8.4,4981,3300.0,True,False,Amsterdam,2024-12-02 19:20:17.792100,7,0
