name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Room Mate Aitana,4,244,122.0,8.4,11182,1300.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Motel One Amsterdam,3,133,66.5,8.5,10663,3800.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Hampton By Hilton Amsterdam Arena Boulevard,3,164,82.0,8.1,12380,7600.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Hotel City Garden Amsterdam,3,118,59.0,7.1,3708,1900.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Hotel Alexander,3,135,67.5,8.0,2005,1600.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
"Holiday Inn Express Amsterdam Arena Towers, an IHG Hotel",3,132,66.0,7.8,16443,7800.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Campanile Hotel & Restaurant Amsterdam Zuid-Oost,3,88,44.0,7.5,2869,9300.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Conscious Hotel Westerpark,4,158,79.0,8.4,3131,1900.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
OZO Hotels Arena Amsterdam,4,120,60.0,7.4,8314,8400.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Kapitein Anna,0,114,57.0,9.0,1045,3000.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
nhow Amsterdam Rai,4,158,79.0,9.0,10984,3800.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Leonardo Hotel Amsterdam City Center,4,139,69.5,7.4,2389,1600.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Conscious Hotel Amsterdam City - The Tire Station,3,137,68.5,8.3,2982,3100.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
Q-Factory Hotel,3,120,60.0,7.1,3605,3100.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
"Holiday Inn Express Amsterdam - Sloterdijk Station, an IHG Hotel",3,136,68.0,7.9,8345,4100.0,True,True,Amsterdam,2024-07-29 17:44:47.260747,2,0
