name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Hampton By Hilton Amsterdam Arena Boulevard,3,262,87.33,8.1,12383,7600.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
INK Hotel Amsterdam - MGallery Collection,4,725,241.67,8.7,1428,300.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
"Holiday Inn Express Amsterdam Arena Towers, an IHG Hotel",3,216,72.0,7.8,16457,7800.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Joy Hotel,3,229,76.33,7.4,7801,8500.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Via Amsterdam,3,134,44.67,8.1,17038,6600.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
OZO Hotels Arena Amsterdam,4,234,78.0,7.4,8318,8400.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Hotel Levell,3,148,49.33,8.2,15027,8600.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
"Holiday Inn Amsterdam - Arena Towers, an IHG Hotel",4,330,110.0,7.9,3394,7800.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Fletcher Hotel Amsterdam,4,288,96.0,7.3,3800,9400.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Hotel Library Amsterdam,3,181,60.33,8.0,3308,900.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Hotel City Garden Amsterdam,3,144,48.0,7.1,3712,1900.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
MEININGER Hotel Amsterdam City West,0,111,37.0,8.1,6453,4300.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
easyHotel Amsterdam Arena Boulevard,0,177,59.0,7.3,7528,7500.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Apple Inn Hotel,3,177,59.0,7.7,1713,2800.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
The Alfred Hotel,3,156,52.0,7.3,5798,2600.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Hotel Estheréa,4,479,159.67,9.1,4856,400.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Heart of Amsterdam Hotel,0,184,61.33,7.4,2817,300.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
YOTEL Amsterdam,4,263,87.67,8.1,8746,2200.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Best Western Amsterdam,3,129,43.0,7.7,9413,4300.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Hotel Nes,3,244,81.33,8.1,3423,600.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Via Suites,4,195,65.0,8.2,2325,6600.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Hotel Sint Nicolaas,3,273,91.0,8.2,2169,500.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Hampton by Hilton Amsterdam Centre East,4,255,85.0,8.4,3335,2800.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Conscious Hotel Westerpark,4,272,90.67,8.4,3131,1900.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
Hotel Espresso,3,222,74.0,7.4,1964,1600.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
"Corendon Amsterdam New-West, a Tribute Portfolio Hotel",4,194,64.67,8.1,8256,5100.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
"Holiday Inn Express Amsterdam - North Riverside, an IHG Hotel",3,261,87.0,8.3,13236,2200.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
The Muse Amsterdam - Boutique Hotel,3,245,81.67,8.2,1579,2300.0,True,False,Amsterdam,2024-11-05 18:52:25.677016,3,0
