name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Hampton By Hilton Amsterdam Arena Boulevard,3,320,80.0,8.1,12391,7600.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Postillion Hotel Amsterdam,4,421,105.25,8.6,10075,4800.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
MEININGER Hotel Amsterdam City West,0,178,44.5,8.1,6462,4300.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Via Amsterdam,3,257,64.25,8.1,17055,6600.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
ClinkNOORD Hostel,0,304,76.0,8.0,15296,1500.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
OZO Hotels Arena Amsterdam,4,323,80.75,7.4,8325,8400.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Hotel Levell,3,227,56.75,8.2,15037,8600.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Mercure Amsterdam City Hotel,4,259,64.75,8.3,4043,4400.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Hotel City Garden Amsterdam,3,323,80.75,7.1,3715,1900.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Hotel Iron Horse Amsterdam,3,295,73.75,7.4,1913,1500.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Fletcher Hotel Amsterdam,4,421,105.25,7.3,3808,9400.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
The Alfred Hotel,3,312,78.0,7.3,5800,2600.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Amsterdam ID Aparthotel,3,346,86.5,8.7,1815,4300.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
easyHotel Amsterdam Arena Boulevard,0,242,60.5,7.3,7536,7500.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
ibis Amsterdam Centre,3,344,86.0,7.7,9279,800.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Pension Homeland,0,334,83.5,8.7,3525,1600.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
MEININGER Hotel Amsterdam Amstel,0,259,64.75,8.1,4500,3500.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Heart of Amsterdam Hotel,0,385,96.25,7.4,2821,300.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Generator Amsterdam,3,334,83.5,7.8,5161,2200.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
WestCord Fashion Hotel Amsterdam,4,372,93.0,8.2,3742,3700.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Tribe Amsterdam City,4,332,83.0,9.0,6454,4200.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
INNSiDE by Meliá Amsterdam,4,507,126.75,8.6,6041,4000.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
"The Hoxton, Lloyd Amsterdam",4,456,114.0,8.8,842,2800.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Eden Hotel Amsterdam,4,538,134.5,8.2,9627,800.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Mercure Amsterdam Sloterdijk Station,4,332,83.0,8.4,5013,4300.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
Catalonia Vondel Amsterdam,4,443,110.75,8.4,133,1500.0,True,False,Amsterdam,2024-11-23 21:42:33.604763,4,0
