name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Travel Hotel Amsterdam,2,638,63.8,6.5,2010,350.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Amsterdam Teleport Hotel,3,667,66.7,7.6,8604,4300.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Heart of Amsterdam Hotel,0,1031,103.1,7.4,2817,300.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
The Unbound Amsterdam,4,1407,140.7,8.5,1975,7500.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Amsterdam Downtown Hotel,2,1783,178.3,7.0,2254,1000.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Budget Trianon Hotel,2,790,79.0,6.8,2616,2100.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Chassé Hotel Residency,4,889,88.9,8.9,1297,3200.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Delta Hotel City Center,3,1076,107.6,6.6,3565,400.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel Hermitage Amsterdam,2,1168,116.8,6.8,2206,1200.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Dam Hotel,2,1121,112.1,6.2,2187,450.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel & bar Royal taste Amsterdam,0,1225,122.5,7.9,1159,450.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel Mosaic Appartments,3,14045,1404.5,7.5,264,1600.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Facade Hotel Amsterdam,2,1783,178.3,7.3,3206,500.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Amigo Hotel,0,4459,445.9,5.9,2980,3000.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Amsterdam Rembrandt Square city center Hotel,0,959,95.9,8.1,614,900.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Orange Tulip Hotel,1,1010,101.0,6.2,836,450.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel 83,2,947,94.7,6.8,1152,350.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel City Garden Amsterdam,3,876,87.6,7.1,3712,1900.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hampton By Hilton Amsterdam Arena Boulevard,3,830,83.0,8.1,12383,7600.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Train Lodge Amsterdam,0,645,64.5,8.1,2322,3900.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
The Alfred Hotel,3,892,89.2,7.3,5798,2600.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Belfort Hotel,3,624,62.4,6.3,3717,3300.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
New West Inn Amsterdam,3,640,64.0,7.2,8654,6800.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
"Max Brown Hotel Museum Square, part of Sircle Collection",3,989,98.9,7.8,1170,1600.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Olympic Hotel,4,766,76.6,8.5,9894,4400.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel Library Amsterdam,3,1148,114.8,8.0,3308,900.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel Levell,3,685,68.5,8.2,15027,8600.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Melrose Hotel,3,1121,112.1,7.7,2500,1000.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
ibis Amsterdam Centre,3,978,97.8,7.7,9271,800.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Mercure Amsterdam Sloterdijk Station,4,930,93.0,8.4,5013,4300.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel Old Quarter,2,1131,113.1,7.4,3509,500.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Leonardo Boutique Museumhotel,4,1310,131.0,7.7,3477,1400.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Amadi Panorama Hotel,4,1029,102.9,7.6,5002,6600.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
ibis Styles Amsterdam Amstel,3,1117,111.7,7.9,1424,1700.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
XO Hotels Blue Tower,4,760,76.0,8.1,7389,3300.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Avenue Hotel,3,1294,129.4,7.3,4718,450.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
SUPPER Hotel,4,1286,128.6,7.3,676,700.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Amsterdam Marriott Hotel,5,1591,159.1,8.0,1762,1500.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
"The Hoxton, Lloyd Amsterdam",4,1323,132.3,8.8,835,2800.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
The Bank Hotel,3,1377,137.7,8.0,2052,900.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel New Kit,3,1165,116.5,7.9,5346,3800.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
XO Hotels Park West,4,777,77.7,8.5,10376,3400.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Urban Lodge Hotel,4,858,85.8,7.9,3990,4200.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Hotel Dwars,3,1421,142.1,8.7,918,1300.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
Sofitel Legend The Grand Amsterdam,5,3077,307.7,9.0,946,250.0,True,False,Amsterdam,2024-08-09 21:06:40.187985,10,0
