name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Travel Hotel Amsterdam,2,302,30.2,6.5,2013,350.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Amsterdam Teleport Hotel,3,549,54.9,7.6,8615,4300.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Amsterdam ID Aparthotel,3,936,93.6,8.7,1815,4300.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Chasse Hotel,4,837,83.7,8.7,3760,2200.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Chassé Hotel Residency,4,1030,103.0,8.9,1300,3200.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Hotel & bar Royal taste Amsterdam,0,790,79.0,7.9,1161,450.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
MEININGER Hotel Amsterdam Amstel,0,1097,109.7,8.1,4500,3500.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Delta Hotel City Center,3,1087,108.7,6.6,3570,400.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Amigo Hotel,0,4459,445.9,5.9,2980,3000.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Hotel King's Court,3,22291,2229.1,7.8,1426,4000.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Hotel Damrak Inn,2,2090,209.0,7.1,1785,300.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Hans Brinker Hostel Amsterdam,0,364,36.4,7.8,10213,1100.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Mercure Amsterdam City Hotel,4,679,67.9,8.3,4043,4400.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Hotel Old Quarter,2,752,75.2,7.4,3510,500.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Pension Homeland,0,803,80.3,8.7,3525,1600.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Leonardo Royal Hotel Amsterdam,4,808,80.8,8.2,7792,4800.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Bob W Amsterdam Noord,4,1282,128.2,8.8,929,2800.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
OZO Hotels Arena Amsterdam,4,1940,194.0,7.4,8325,8400.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
easyHotel Amsterdam Arena Boulevard,0,744,74.4,7.3,7536,7500.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Leonardo Boutique Museumhotel,4,1243,124.3,7.7,3471,1400.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Hotel Fine Harmony,3,1009,100.9,7.9,1577,800.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Catalonia Vondel Amsterdam,4,1215,121.5,8.4,133,1500.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Hotel Nes,3,1255,125.5,8.1,3423,600.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Mercure Amsterdam Sloterdijk Station,4,1242,124.2,8.4,5013,4300.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
Leonardo Hotel Amsterdam City Center,4,1538,153.8,7.4,2388,1600.0,True,False,Amsterdam,2025-05-12 21:08:12.681114,10,0
