name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Hotel City Garden Amsterdam,3,179,44.75,7.1,3712,1900.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
MEININGER Hotel Amsterdam Amstel,0,157,39.25,8.1,4496,3500.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
MEININGER Hotel Amsterdam City West,0,165,41.25,8.1,6453,4300.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Amsterdam Rembrandt Square city center Hotel,0,178,44.5,8.1,614,900.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Via Amsterdam,3,197,49.25,8.1,17049,6600.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
The Alfred Hotel,3,206,51.5,7.3,5798,2600.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Budget Hotel Tourist Inn,2,207,51.75,7.6,4352,350.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
ClinkNOORD Hostel,0,264,66.0,8.0,15285,1500.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Cityden BoLo District,4,243,60.75,8.4,4984,3300.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
New West Inn Amsterdam,3,176,44.0,7.2,8654,6800.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
The Arcade Hotel Amsterdam,3,212,53.0,7.8,1841,2200.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
SUPPER Hotel,4,245,61.25,7.3,676,700.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Van Gogh,3,238,59.5,8.0,4282,1800.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Chasse Hotel,4,274,68.5,8.7,3757,2200.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Generator Amsterdam,3,214,53.5,7.8,5158,2200.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Library Amsterdam,3,289,72.25,8.0,3308,900.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Levell,3,189,47.25,8.2,15027,8600.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hampton By Hilton Amsterdam Arena Boulevard,3,276,69.0,8.1,12383,7600.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Dwars,3,276,69.0,8.7,918,1300.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Quentin Arrive Hotel,1,177,44.25,5.7,1065,800.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Bastion Hotel Amsterdam Amstel,3,184,46.0,7.0,2677,5000.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
XO Hotels Blue Square,3,187,46.75,7.9,7360,5000.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Torenzicht,1,225,56.25,7.4,2166,350.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Mosaic City Centre,3,247,61.75,7.7,3910,1600.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Olympic Hotel,4,222,55.5,8.5,9894,4400.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
NH City Centre Amsterdam,4,420,105.0,8.2,4921,450.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Verdi,2,234,58.5,8.7,870,2100.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
XO Hotels Park West,4,218,54.5,8.5,10376,3400.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
easyHotel Amsterdam City Centre South,0,194,48.5,6.7,3987,2300.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Fletcher Hotel Amsterdam,4,254,63.5,7.2,3805,9400.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Mercure Amsterdam City Hotel,4,279,69.75,8.3,4038,4400.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
XO Hotels Blue Tower,4,199,49.75,8.1,7389,3300.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Budget Trianon Hotel,2,175,43.75,6.8,2616,2100.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
ibis Styles Amsterdam City,3,300,75.0,8.4,2087,1700.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Tribe Amsterdam City,4,288,72.0,9.0,6445,4200.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Mercure Amsterdam North Station,4,288,72.0,8.9,3944,4200.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Espresso,3,280,70.0,7.4,1964,1600.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Flipper Amsterdam,2,184,46.0,6.3,1070,2900.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Belfort Hotel,3,201,50.25,6.3,3717,3300.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Mansion,3,288,72.0,7.8,2065,800.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
"The Hoxton, Lloyd Amsterdam",4,389,97.25,8.8,835,2800.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Apple Inn Hotel,3,272,68.0,7.7,1713,2800.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Heye 130,0,234,58.5,8.1,1297,2300.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Mercier,4,412,103.0,8.5,2756,700.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Urban Lodge Hotel,4,252,63.0,7.9,3990,4200.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Stayokay Hostel Amsterdam Oost,0,220,55.0,8.1,3864,3000.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel New Kit,3,273,68.25,7.9,5346,3800.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
The Unbound Amsterdam,4,386,96.5,8.5,1975,7500.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
OZO Hotels Arena Amsterdam,4,245,61.25,7.4,8318,8400.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Volkshotel,0,399,99.75,8.6,4882,2500.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Ben Centre,1,223,55.75,5.9,6086,350.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Element Amsterdam,4,350,87.5,8.7,1433,4700.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel & bar Royal taste Amsterdam,0,250,62.5,7.9,1159,450.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Owl Hotel,3,259,64.75,7.9,1792,1600.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Heart of Amsterdam Hotel,0,340,85.0,7.4,2817,300.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Krisotel,3,354,88.5,8.4,3005,1200.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Leonardo Boutique Museumhotel,4,389,97.25,7.7,3477,1400.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
WestCord Fashion Hotel Amsterdam,4,383,95.75,8.2,3735,3700.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Continental Amsterdam,1,189,47.25,5.4,2308,400.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Stayokay Hostel Amsterdam Vondelpark,0,290,72.5,8.4,6028,1700.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Eden Hotel Amsterdam,4,456,114.0,8.2,9623,800.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
Hotel Alexander,3,333,83.25,8.0,2005,1600.0,True,False,Amsterdam,2024-07-14 21:53:08.467830,4,0
