name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Travel Hotel Amsterdam,2,350,35.0,6.5,2013,350.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Postillion Hotel Amsterdam,4,1053,105.3,8.6,10075,4800.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Amsterdam Teleport Hotel,3,360,36.0,7.6,8615,4300.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Hostel Warmoes Amsterdam,0,384,38.4,6.3,982,400.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
The White Tulip Hostel,0,502,50.2,6.5,3560,350.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Budget Hotel Tourist Inn,2,504,50.4,7.6,4356,350.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Stayokay Hostel Amsterdam Vondelpark,0,533,53.3,8.4,6034,1700.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Hotel City Garden Amsterdam,3,511,51.1,7.1,3715,1900.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
MEININGER Hotel Amsterdam City West,0,476,47.6,8.1,6462,4300.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Guest House Amsterdam,0,245,24.5,4.7,395,2400.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Hampton By Hilton Amsterdam Arena Boulevard,3,1056,105.6,8.1,12391,7600.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Chasse Hotel,4,698,69.8,8.7,3760,2200.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Stayokay Hostel Amsterdam Oost,0,493,49.3,8.1,3867,3000.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
The Hotel Apartments in the Center of Amsterdam,4,1823,182.3,9.1,397,450.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
Avenue Hotel,3,1042,104.2,7.3,4721,450.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
De Mallemoolen,0,540,54.0,6.7,1189,600.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
The Unbound Amsterdam,4,1189,118.9,8.5,1976,7500.0,True,False,Amsterdam,2024-09-09 21:13:10.940046,10,0
