name,stars,price,price_per_person,rating,opinions,distance_from_centre,free_cancellation,breakfast,city,date,adults,children
Travel Hotel Amsterdam,2,205,20.5,6.5,2010,350.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
INK Hotel Amsterdam - MGallery Collection,4,1421,142.1,8.7,1428,300.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Amsterdam Teleport Hotel,3,360,36.0,7.6,8592,4300.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hostel Warmoes Amsterdam,0,815,81.5,6.3,980,400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
MEININGER Hotel Amsterdam City West,0,264,26.4,8.1,6453,4300.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Stayokay Hostel Amsterdam Vondelpark,0,365,36.5,8.4,6028,1700.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel City Garden Amsterdam,3,404,40.4,7.1,3712,1900.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hampton By Hilton Amsterdam Arena Boulevard,3,718,71.8,8.1,12383,7600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Budget Hotel Tourist Inn,2,400,40.0,7.6,4352,350.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Continental Amsterdam,1,387,38.7,5.4,2308,400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Damrak Inn,2,502,50.2,7.1,1784,300.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Chasse Hotel,4,804,80.4,8.7,3757,2200.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Budget Trianon Hotel,2,391,39.1,6.8,2615,2100.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Old Quarter,2,568,56.8,7.4,3509,500.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Prins Hendrik,3,710,71.0,8.0,4728,600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Delta Hotel City Center,3,674,67.4,6.6,3565,400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Guest House Amsterdam,0,217,21.7,4.7,394,2400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
De Mallemoolen,0,500,50.0,6.7,1188,600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel & bar Royal taste Amsterdam,0,673,67.3,7.9,1159,450.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
BackStage Hotel,0,836,83.6,8.3,1806,1200.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
The Unbound Amsterdam,4,1026,102.6,8.5,1975,7500.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
City Hotel,2,610,61.0,6.5,1186,900.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Amigo Hotel,0,4459,445.9,5.9,2980,3000.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Amsterdam House Hotel,3,1304,130.4,7.7,1947,600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Facade Hotel Amsterdam,2,1783,178.3,7.3,3203,500.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Mosaic Appartments,3,7715,771.5,7.5,264,1600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Via Amsterdam,3,231,23.1,8.1,17038,6600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Levell,3,416,41.6,8.2,15027,8600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Cityden BoLo District,4,608,60.8,8.4,4981,3300.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
OZO Hotels Arena Amsterdam,4,635,63.5,7.4,8318,8400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
The Alfred Hotel,3,401,40.1,7.3,5798,2600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
ibis Amsterdam Centre,3,594,59.4,7.7,9271,800.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Best Western Amsterdam,3,404,40.4,7.7,9413,4300.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
easyHotel Amsterdam Arena Boulevard,0,573,57.3,7.3,7528,7500.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Library Amsterdam,3,523,52.3,8.0,3308,900.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
XO Hotels Infinity,3,346,34.6,7.7,7124,5000.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel CC,3,554,55.4,7.9,5303,500.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Train Lodge Amsterdam,0,381,38.1,8.1,2322,3900.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Van Gogh,3,498,49.8,8.0,4282,1800.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
XO Hotels City Centre,3,590,59.0,7.1,5825,350.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Quentin Arrive Hotel,1,353,35.3,5.7,1065,800.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Olympic Hotel,4,565,56.5,8.5,9891,4400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Iron Horse Amsterdam,3,463,46.3,7.4,1908,1500.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Urban Lodge Hotel,4,536,53.6,7.9,3990,4200.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
XO Hotels Park West,4,466,46.6,8.5,10376,3400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
XO Hotels Blue Square,3,411,41.1,7.9,7360,5000.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
The Arcade Hotel Amsterdam,3,503,50.3,7.8,1841,2200.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
XO Hotels Blue Tower,4,436,43.6,8.1,7389,3300.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Volkshotel,0,694,69.4,8.6,4882,2500.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Apple Inn Hotel,3,502,50.2,7.7,1713,2800.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Espresso,3,599,59.9,7.4,1964,1600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
easyHotel Amsterdam City Centre South,0,485,48.5,6.7,3984,2300.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Leonardo Royal Hotel Amsterdam,4,489,48.9,8.2,7785,4800.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Nova Hotel,3,747,74.7,7.8,2119,250.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Nicolaas Witsen,3,705,70.5,8.7,1100,1600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Chassé Hotel Residency,4,749,74.9,8.9,1297,3200.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel de Munck,2,545,54.5,7.6,1455,1400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Amadi Panorama Hotel,4,612,61.2,7.6,5002,6600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Leonardo Boutique Museumhotel,4,544,54.4,7.7,3477,1400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
NH City Centre Amsterdam,4,1053,105.3,8.2,4918,450.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Citiez Hotel Amsterdam,3,482,48.2,8.1,3128,6200.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Quentin England Hotel,2,491,49.1,6.3,1549,1700.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Mister Highland Hotel,4,853,85.3,8.3,499,250.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Bob W Oosterpark,4,885,88.5,9.1,363,3100.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Bastion Hotel Amsterdam Amstel,3,527,52.7,7.0,2677,5000.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
New West Inn Amsterdam,3,697,69.7,7.2,8653,6800.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
"The Hoxton, Lloyd Amsterdam",4,855,85.5,8.8,835,2800.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Aston City Hotel,2,412,41.2,4.9,926,1700.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Washington,2,722,72.2,7.2,2596,2100.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Sint Nicolaas,3,747,74.7,8.2,2169,500.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Corner House,1,809,80.9,7.7,1600,200.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Torenzicht,1,585,58.5,7.4,2166,350.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Tribe Amsterdam City,4,506,50.6,9.0,6441,4200.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
France Hotel,3,628,62.8,7.4,3554,700.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Koopermoolen,2,670,67.0,7.4,2909,600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Rembrandt Square Hotel,1,546,54.6,6.8,1754,800.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Mercure Amsterdam City Hotel,4,630,63.0,8.3,4038,4400.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
SUPPER Hotel,4,778,77.8,7.3,676,700.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
"Max Brown Hotel Museum Square, part of Sircle Collection",3,632,63.2,7.8,1170,1600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Eden Hotel Amsterdam,4,994,99.4,8.2,9623,800.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Hotel Heye 130,0,566,56.6,8.1,1297,2300.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
i hotel,3,557,55.7,7.2,1357,2600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
Leonardo Hotel Amsterdam City Center,4,596,59.6,7.4,2389,1600.0,True,False,Amsterdam,2024-11-24 19:06:15.213620,10,0
